# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000183891.6	TTC32	protein_coding	95	48	47	6.0663	2.0405	1.9861
ENSG00000183908.7	LRRC55	protein_coding	9	5	4	0.2119	0.0713	0.0694
ENSG00000183909.6	OR4G2P	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183911.7	RPL21P132	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183914.14	DNAH2	protein_coding	17	11	6	0.1257	0.0423	0.0411
ENSG00000183918.17	SH2D1A	protein_coding	61	34	27	2.5774	0.8669	0.8438
ENSG00000183921.7	SDR42E2	protein_coding	3	3	1	0.1453	0.0489	0.0476
ENSG00000183929.7	DUSP5P1	processed_pseudogene	15	8	7	1.6777	0.5643	0.5493
ENSG00000183935.5	HTR7P1	transcribed_processed_pseudogene	30	17	13	0.8664	0.2914	0.2837
ENSG00000183938.5	TRBV21OR9-2	TR_V_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183943.6	PRKX	protein_coding	559	295	264	10.9170	3.6721	3.5742
ENSG00000183955.13	KMT5A	protein_coding	680	351	329	18.9388	6.3703	6.2005
ENSG00000183960.9	KCNH8	protein_coding	72	37	40	1.5066	0.5068	0.4933
ENSG00000183963.19	SMTN	protein_coding	1308	657	709	16.2691	5.4723	5.3264
ENSG00000183971.10	NPW	protein_coding	13	5	8	1.7846	0.6003	0.5843
ENSG00000183977.14	PP2D1	protein_coding	4	54	32	0.2043	0.0687	0.0669
ENSG00000183978.8	COA3	protein_coding	3145	1588	1741	207.4814	69.7887	67.9285
ENSG00000183979.8	NPB	protein_coding	0	27	25	0.0000	0.0000	0.0000
ENSG00000183981.8	MAGEA13P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184005.11	ST6GALNAC3	protein_coding	49	20	29	0.8655	0.2911	0.2834
ENSG00000184007.22	PTP4A2	protein_coding	5078	2511	2567	96.4363	32.4374	31.5728
ENSG00000184009.12	ACTG1	protein_coding	107479	52830	54650	4689.0145	1577.2024	1535.1622
ENSG00000184012.13	TMPRSS2	protein_coding	5167	2574	2593	99.8987	33.6020	32.7064
ENSG00000184014.8	DENND5A	protein_coding	417	218	199	6.1713	2.0758	2.0204
ENSG00000184022.4	OR2T10	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184029.9	DSCR4	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000184032.3	KRTAP20-2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184033.13	CTAG1B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184047.20	DIABLO	protein_coding	30	21	11	0.5491	0.1847	0.1798
ENSG00000184055.4	OR7E87P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184056.15	VPS33B	protein_coding	61	24	37	2.0695	0.6961	0.6775
ENSG00000184058.14	TBX1	protein_coding	22	11	11	0.7829	0.2633	0.2563
ENSG00000184060.11	ADAP2	protein_coding	177	102	106	6.0129	2.0225	1.9686
ENSG00000184068.2	SREBF2-AS1	lncRNA	3	53	115	0.1279	0.0430	0.0419
ENSG00000184076.13	UQCR10	protein_coding	808	791	824	105.5717	35.5102	34.5637
ENSG00000184083.12	FAM120C	protein_coding	111	54	57	1.6071	0.5406	0.5261
ENSG00000184084.7	AC091868.1	processed_pseudogene	2	1	1	0.8381	0.2819	0.2744
ENSG00000184100.6	BRD7P2	processed_pseudogene	7	4	3	0.4587	0.1543	0.1502
ENSG00000184106.8	TREML3P	transcribed_unprocessed_pseudogene	1	0	1	0.1303	0.0438	0.0426
ENSG00000184108.8	TRIML1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184110.15	EIF3C	protein_coding	410	172	238	7.5423	2.5369	2.4693
ENSG00000184111.6	RPL11P4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184113.9	CLDN5	protein_coding	218	107	111	8.0990	2.7242	2.6516
